benchmark,machine,throughput_mibs,timestamp,commit
analysis/tokenize only (case sensitive),c4-standard-16-lssd,243.18,2026-06-19T00:00:00Z,5f59e7d
analysis/+ lowercase,c4-standard-16-lssd,200.82,2026-06-19T00:00:00Z,5f59e7d
analysis/+ stopwords,c4-standard-16-lssd,169.01,2026-06-19T00:00:00Z,5f59e7d
analysis/+ stemming,c4-standard-16-lssd,83.847,2026-06-19T00:00:00Z,5f59e7d
analysis/full pipeline,c4-standard-16-lssd,80.639,2026-06-19T00:00:00Z,5f59e7d
wikipedia/word break,aws-c7a.4xlarge,308.11,2026-06-20T00:00:00Z,5f59e7d
wikipedia/word break + word_like,aws-c7a.4xlarge,312.90,2026-06-20T00:00:00Z,5f59e7d
wikipedia/sentence break,aws-c7a.4xlarge,368.48,2026-06-20T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),aws-c7a.4xlarge,239.85,2026-06-20T00:00:00Z,5f59e7d
analysis/+ lowercase,aws-c7a.4xlarge,190.23,2026-06-20T00:00:00Z,5f59e7d
analysis/+ stopwords,aws-c7a.4xlarge,163.11,2026-06-20T00:00:00Z,5f59e7d
analysis/+ stemming,aws-c7a.4xlarge,75.852,2026-06-20T00:00:00Z,5f59e7d
analysis/full pipeline,aws-c7a.4xlarge,73.167,2026-06-20T00:00:00Z,5f59e7d
wikipedia/word break,aws-c7g.4xlarge,268.17,2026-06-20T00:00:00Z,5f59e7d
wikipedia/word break + word_like,aws-c7g.4xlarge,254.51,2026-06-20T00:00:00Z,5f59e7d
wikipedia/sentence break,aws-c7g.4xlarge,277.96,2026-06-20T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),aws-c7g.4xlarge,186.22,2026-06-20T00:00:00Z,5f59e7d
analysis/+ lowercase,aws-c7g.4xlarge,151.80,2026-06-20T00:00:00Z,5f59e7d
analysis/+ stopwords,aws-c7g.4xlarge,135.39,2026-06-20T00:00:00Z,5f59e7d
analysis/+ stemming,aws-c7g.4xlarge,61.013,2026-06-20T00:00:00Z,5f59e7d
analysis/full pipeline,aws-c7g.4xlarge,59.350,2026-06-20T00:00:00Z,5f59e7d
wikipedia/word break,aws-c7i.4xlarge,234.73,2026-06-20T00:00:00Z,5f59e7d
wikipedia/word break + word_like,aws-c7i.4xlarge,231.39,2026-06-20T00:00:00Z,5f59e7d
wikipedia/sentence break,aws-c7i.4xlarge,297.35,2026-06-20T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),aws-c7i.4xlarge,190.37,2026-06-20T00:00:00Z,5f59e7d
analysis/+ lowercase,aws-c7i.4xlarge,155.86,2026-06-20T00:00:00Z,5f59e7d
analysis/+ stopwords,aws-c7i.4xlarge,132.38,2026-06-20T00:00:00Z,5f59e7d
analysis/+ stemming,aws-c7i.4xlarge,64.486,2026-06-20T00:00:00Z,5f59e7d
analysis/full pipeline,aws-c7i.4xlarge,61.859,2026-06-20T00:00:00Z,5f59e7d
wikipedia/word break,azure-Standard_D8ads_v6,319.40,2026-06-20T00:00:00Z,5f59e7d
wikipedia/word break + word_like,azure-Standard_D8ads_v6,314.69,2026-06-20T00:00:00Z,5f59e7d
wikipedia/sentence break,azure-Standard_D8ads_v6,368.92,2026-06-20T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),azure-Standard_D8ads_v6,237.06,2026-06-20T00:00:00Z,5f59e7d
analysis/+ lowercase,azure-Standard_D8ads_v6,187.92,2026-06-20T00:00:00Z,5f59e7d
analysis/+ stopwords,azure-Standard_D8ads_v6,160.18,2026-06-20T00:00:00Z,5f59e7d
analysis/+ stemming,azure-Standard_D8ads_v6,79.115,2026-06-20T00:00:00Z,5f59e7d
analysis/full pipeline,azure-Standard_D8ads_v6,75.462,2026-06-20T00:00:00Z,5f59e7d
wikipedia/word break,azure-Standard_D8ds_v6,272.80,2026-06-20T00:00:00Z,5f59e7d
wikipedia/word break + word_like,azure-Standard_D8ds_v6,255.73,2026-06-20T00:00:00Z,5f59e7d
wikipedia/sentence break,azure-Standard_D8ds_v6,330.45,2026-06-20T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),azure-Standard_D8ds_v6,207.52,2026-06-20T00:00:00Z,5f59e7d
analysis/+ lowercase,azure-Standard_D8ds_v6,166.17,2026-06-20T00:00:00Z,5f59e7d
analysis/+ stopwords,azure-Standard_D8ds_v6,143.14,2026-06-20T00:00:00Z,5f59e7d
analysis/+ stemming,azure-Standard_D8ds_v6,74.538,2026-06-20T00:00:00Z,5f59e7d
analysis/full pipeline,azure-Standard_D8ds_v6,70.223,2026-06-20T00:00:00Z,5f59e7d
wikipedia/word break,azure-Standard_D8pds_v6,339.09,2026-06-20T00:00:00Z,5f59e7d
wikipedia/word break + word_like,azure-Standard_D8pds_v6,314.79,2026-06-20T00:00:00Z,5f59e7d
wikipedia/sentence break,azure-Standard_D8pds_v6,385.78,2026-06-20T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),azure-Standard_D8pds_v6,236.50,2026-06-20T00:00:00Z,5f59e7d
analysis/+ lowercase,azure-Standard_D8pds_v6,193.36,2026-06-20T00:00:00Z,5f59e7d
analysis/+ stopwords,azure-Standard_D8pds_v6,173.34,2026-06-20T00:00:00Z,5f59e7d
analysis/+ stemming,azure-Standard_D8pds_v6,74.083,2026-06-20T00:00:00Z,5f59e7d
analysis/full pipeline,azure-Standard_D8pds_v6,74.753,2026-06-20T00:00:00Z,5f59e7d
wikipedia/word break,c4d-standard-16-lssd,340.66,2026-06-20T00:00:00Z,5f59e7d
wikipedia/word break + word_like,c4d-standard-16-lssd,340.37,2026-06-20T00:00:00Z,5f59e7d
wikipedia/sentence break,c4d-standard-16-lssd,398.29,2026-06-20T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),c4d-standard-16-lssd,274.49,2026-06-20T00:00:00Z,5f59e7d
analysis/+ lowercase,c4d-standard-16-lssd,223.78,2026-06-20T00:00:00Z,5f59e7d
analysis/+ stopwords,c4d-standard-16-lssd,184.46,2026-06-20T00:00:00Z,5f59e7d
analysis/+ stemming,c4d-standard-16-lssd,96.926,2026-06-20T00:00:00Z,5f59e7d
analysis/full pipeline,c4d-standard-16-lssd,91.983,2026-06-20T00:00:00Z,5f59e7d
wikipedia/word break,c4-standard-16-lssd,298.86,2026-06-20T00:00:00Z,5f59e7d
wikipedia/word break + word_like,c4-standard-16-lssd,293.42,2026-06-20T00:00:00Z,5f59e7d
wikipedia/sentence break,c4-standard-16-lssd,378.21,2026-06-20T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),c4-standard-16-lssd,244.69,2026-06-20T00:00:00Z,5f59e7d
analysis/+ lowercase,c4-standard-16-lssd,200.47,2026-06-20T00:00:00Z,5f59e7d
analysis/+ stopwords,c4-standard-16-lssd,169.33,2026-06-20T00:00:00Z,5f59e7d
analysis/+ stemming,c4-standard-16-lssd,83.519,2026-06-20T00:00:00Z,5f59e7d
analysis/full pipeline,c4-standard-16-lssd,80.159,2026-06-20T00:00:00Z,5f59e7d
wikipedia/word break,c4a-standard-16-lssd,358.99,2026-06-20T00:00:00Z,5f59e7d
wikipedia/word break + word_like,c4a-standard-16-lssd,330.60,2026-06-20T00:00:00Z,5f59e7d
wikipedia/sentence break,c4a-standard-16-lssd,325.89,2026-06-20T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),c4a-standard-16-lssd,235.49,2026-06-20T00:00:00Z,5f59e7d
analysis/+ lowercase,c4a-standard-16-lssd,192.83,2026-06-20T00:00:00Z,5f59e7d
analysis/+ stopwords,c4a-standard-16-lssd,172.45,2026-06-20T00:00:00Z,5f59e7d
analysis/+ stemming,c4a-standard-16-lssd,81.228,2026-06-20T00:00:00Z,5f59e7d
analysis/full pipeline,c4a-standard-16-lssd,80.741,2026-06-20T00:00:00Z,5f59e7d
wikipedia/word break,aws-c7a.4xlarge,307.90,2026-06-21T00:00:00Z,5f59e7d
wikipedia/word break + word_like,aws-c7a.4xlarge,312.00,2026-06-21T00:00:00Z,5f59e7d
wikipedia/sentence break,aws-c7a.4xlarge,368.36,2026-06-21T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),aws-c7a.4xlarge,240.06,2026-06-21T00:00:00Z,5f59e7d
analysis/+ lowercase,aws-c7a.4xlarge,191.46,2026-06-21T00:00:00Z,5f59e7d
analysis/+ stopwords,aws-c7a.4xlarge,164.32,2026-06-21T00:00:00Z,5f59e7d
analysis/+ stemming,aws-c7a.4xlarge,76.855,2026-06-21T00:00:00Z,5f59e7d
analysis/full pipeline,aws-c7a.4xlarge,74.267,2026-06-21T00:00:00Z,5f59e7d
wikipedia/word break,aws-c7g.4xlarge,267.42,2026-06-21T00:00:00Z,5f59e7d
wikipedia/word break + word_like,aws-c7g.4xlarge,254.33,2026-06-21T00:00:00Z,5f59e7d
wikipedia/sentence break,aws-c7g.4xlarge,277.62,2026-06-21T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),aws-c7g.4xlarge,186.93,2026-06-21T00:00:00Z,5f59e7d
analysis/+ lowercase,aws-c7g.4xlarge,152.24,2026-06-21T00:00:00Z,5f59e7d
analysis/+ stopwords,aws-c7g.4xlarge,136.76,2026-06-21T00:00:00Z,5f59e7d
analysis/+ stemming,aws-c7g.4xlarge,60.742,2026-06-21T00:00:00Z,5f59e7d
analysis/full pipeline,aws-c7g.4xlarge,59.365,2026-06-21T00:00:00Z,5f59e7d
wikipedia/word break,aws-c7i.4xlarge,235.31,2026-06-21T00:00:00Z,5f59e7d
wikipedia/word break + word_like,aws-c7i.4xlarge,231.96,2026-06-21T00:00:00Z,5f59e7d
wikipedia/sentence break,aws-c7i.4xlarge,297.74,2026-06-21T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),aws-c7i.4xlarge,191.00,2026-06-21T00:00:00Z,5f59e7d
analysis/+ lowercase,aws-c7i.4xlarge,155.98,2026-06-21T00:00:00Z,5f59e7d
analysis/+ stopwords,aws-c7i.4xlarge,132.57,2026-06-21T00:00:00Z,5f59e7d
analysis/+ stemming,aws-c7i.4xlarge,65.593,2026-06-21T00:00:00Z,5f59e7d
analysis/full pipeline,aws-c7i.4xlarge,62.786,2026-06-21T00:00:00Z,5f59e7d
wikipedia/word break,azure-Standard_D8ads_v6,319.44,2026-06-21T00:00:00Z,5f59e7d
wikipedia/word break + word_like,azure-Standard_D8ads_v6,312.00,2026-06-21T00:00:00Z,5f59e7d
wikipedia/sentence break,azure-Standard_D8ads_v6,368.98,2026-06-21T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),azure-Standard_D8ads_v6,236.24,2026-06-21T00:00:00Z,5f59e7d
analysis/+ lowercase,azure-Standard_D8ads_v6,187.66,2026-06-21T00:00:00Z,5f59e7d
analysis/+ stopwords,azure-Standard_D8ads_v6,160.65,2026-06-21T00:00:00Z,5f59e7d
analysis/+ stemming,azure-Standard_D8ads_v6,79.070,2026-06-21T00:00:00Z,5f59e7d
analysis/full pipeline,azure-Standard_D8ads_v6,75.617,2026-06-21T00:00:00Z,5f59e7d
wikipedia/word break,azure-Standard_D8ds_v6,266.25,2026-06-21T00:00:00Z,5f59e7d
wikipedia/word break + word_like,azure-Standard_D8ds_v6,249.79,2026-06-21T00:00:00Z,5f59e7d
wikipedia/sentence break,azure-Standard_D8ds_v6,322.76,2026-06-21T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),azure-Standard_D8ds_v6,202.64,2026-06-21T00:00:00Z,5f59e7d
analysis/+ lowercase,azure-Standard_D8ds_v6,160.98,2026-06-21T00:00:00Z,5f59e7d
analysis/+ stopwords,azure-Standard_D8ds_v6,140.28,2026-06-21T00:00:00Z,5f59e7d
analysis/+ stemming,azure-Standard_D8ds_v6,72.531,2026-06-21T00:00:00Z,5f59e7d
analysis/full pipeline,azure-Standard_D8ds_v6,68.414,2026-06-21T00:00:00Z,5f59e7d
wikipedia/word break,azure-Standard_D8pds_v6,338.76,2026-06-21T00:00:00Z,5f59e7d
wikipedia/word break + word_like,azure-Standard_D8pds_v6,315.26,2026-06-21T00:00:00Z,5f59e7d
wikipedia/sentence break,azure-Standard_D8pds_v6,385.97,2026-06-21T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),azure-Standard_D8pds_v6,237.43,2026-06-21T00:00:00Z,5f59e7d
analysis/+ lowercase,azure-Standard_D8pds_v6,193.61,2026-06-21T00:00:00Z,5f59e7d
analysis/+ stopwords,azure-Standard_D8pds_v6,173.43,2026-06-21T00:00:00Z,5f59e7d
analysis/+ stemming,azure-Standard_D8pds_v6,73.790,2026-06-21T00:00:00Z,5f59e7d
analysis/full pipeline,azure-Standard_D8pds_v6,74.686,2026-06-21T00:00:00Z,5f59e7d
wikipedia/word break,c4d-standard-16-lssd,338.16,2026-06-21T00:00:00Z,5f59e7d
wikipedia/word break + word_like,c4d-standard-16-lssd,332.71,2026-06-21T00:00:00Z,5f59e7d
wikipedia/sentence break,c4d-standard-16-lssd,396.58,2026-06-21T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),c4d-standard-16-lssd,237.98,2026-06-21T00:00:00Z,5f59e7d
analysis/+ lowercase,c4d-standard-16-lssd,201.08,2026-06-21T00:00:00Z,5f59e7d
analysis/+ stopwords,c4d-standard-16-lssd,168.82,2026-06-21T00:00:00Z,5f59e7d
analysis/+ stemming,c4d-standard-16-lssd,91.942,2026-06-21T00:00:00Z,5f59e7d
analysis/full pipeline,c4d-standard-16-lssd,87.653,2026-06-21T00:00:00Z,5f59e7d
wikipedia/word break,c4a-standard-16-lssd,358.69,2026-06-21T00:00:00Z,5f59e7d
wikipedia/word break + word_like,c4a-standard-16-lssd,328.84,2026-06-21T00:00:00Z,5f59e7d
wikipedia/sentence break,c4a-standard-16-lssd,325.61,2026-06-21T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),c4a-standard-16-lssd,235.59,2026-06-21T00:00:00Z,5f59e7d
analysis/+ lowercase,c4a-standard-16-lssd,190.30,2026-06-21T00:00:00Z,5f59e7d
analysis/+ stopwords,c4a-standard-16-lssd,169.03,2026-06-21T00:00:00Z,5f59e7d
analysis/+ stemming,c4a-standard-16-lssd,80.690,2026-06-21T00:00:00Z,5f59e7d
analysis/full pipeline,c4a-standard-16-lssd,80.836,2026-06-21T00:00:00Z,5f59e7d
wikipedia/word break,c4-standard-16-lssd,300.21,2026-06-21T00:00:00Z,5f59e7d
wikipedia/word break + word_like,c4-standard-16-lssd,294.29,2026-06-21T00:00:00Z,5f59e7d
wikipedia/sentence break,c4-standard-16-lssd,378.48,2026-06-21T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),c4-standard-16-lssd,246.01,2026-06-21T00:00:00Z,5f59e7d
analysis/+ lowercase,c4-standard-16-lssd,201.12,2026-06-21T00:00:00Z,5f59e7d
analysis/+ stopwords,c4-standard-16-lssd,169.92,2026-06-21T00:00:00Z,5f59e7d
analysis/+ stemming,c4-standard-16-lssd,83.597,2026-06-21T00:00:00Z,5f59e7d
analysis/full pipeline,c4-standard-16-lssd,80.404,2026-06-21T00:00:00Z,5f59e7d
wikipedia/word break,aws-c7a.4xlarge,307.97,2026-06-22T00:00:00Z,5f59e7d
wikipedia/word break + word_like,aws-c7a.4xlarge,312.78,2026-06-22T00:00:00Z,5f59e7d
wikipedia/sentence break,aws-c7a.4xlarge,368.18,2026-06-22T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),aws-c7a.4xlarge,245.88,2026-06-22T00:00:00Z,5f59e7d
analysis/+ lowercase,aws-c7a.4xlarge,190.49,2026-06-22T00:00:00Z,5f59e7d
analysis/+ stopwords,aws-c7a.4xlarge,164.25,2026-06-22T00:00:00Z,5f59e7d
analysis/+ stemming,aws-c7a.4xlarge,75.861,2026-06-22T00:00:00Z,5f59e7d
analysis/full pipeline,aws-c7a.4xlarge,73.665,2026-06-22T00:00:00Z,5f59e7d
wikipedia/word break,aws-c7g.4xlarge,267.77,2026-06-22T00:00:00Z,5f59e7d
wikipedia/word break + word_like,aws-c7g.4xlarge,254.32,2026-06-22T00:00:00Z,5f59e7d
wikipedia/sentence break,aws-c7g.4xlarge,278.14,2026-06-22T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),aws-c7g.4xlarge,186.77,2026-06-22T00:00:00Z,5f59e7d
analysis/+ lowercase,aws-c7g.4xlarge,152.08,2026-06-22T00:00:00Z,5f59e7d
analysis/+ stopwords,aws-c7g.4xlarge,136.89,2026-06-22T00:00:00Z,5f59e7d
analysis/+ stemming,aws-c7g.4xlarge,61.028,2026-06-22T00:00:00Z,5f59e7d
analysis/full pipeline,aws-c7g.4xlarge,59.923,2026-06-22T00:00:00Z,5f59e7d
wikipedia/word break,aws-c7i.4xlarge,254.54,2026-06-22T00:00:00Z,5f59e7d
wikipedia/word break + word_like,aws-c7i.4xlarge,251.52,2026-06-22T00:00:00Z,5f59e7d
wikipedia/sentence break,aws-c7i.4xlarge,322.84,2026-06-22T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),aws-c7i.4xlarge,206.76,2026-06-22T00:00:00Z,5f59e7d
analysis/+ lowercase,aws-c7i.4xlarge,169.26,2026-06-22T00:00:00Z,5f59e7d
analysis/+ stopwords,aws-c7i.4xlarge,143.79,2026-06-22T00:00:00Z,5f59e7d
analysis/+ stemming,aws-c7i.4xlarge,69.194,2026-06-22T00:00:00Z,5f59e7d
analysis/full pipeline,aws-c7i.4xlarge,64.404,2026-06-22T00:00:00Z,5f59e7d
wikipedia/word break,azure-Standard_D8ads_v6,321.33,2026-06-22T00:00:00Z,5f59e7d
wikipedia/word break + word_like,azure-Standard_D8ads_v6,317.27,2026-06-22T00:00:00Z,5f59e7d
wikipedia/sentence break,azure-Standard_D8ads_v6,364.33,2026-06-22T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),azure-Standard_D8ads_v6,235.96,2026-06-22T00:00:00Z,5f59e7d
analysis/+ lowercase,azure-Standard_D8ads_v6,186.45,2026-06-22T00:00:00Z,5f59e7d
analysis/+ stopwords,azure-Standard_D8ads_v6,161.01,2026-06-22T00:00:00Z,5f59e7d
analysis/+ stemming,azure-Standard_D8ads_v6,79.283,2026-06-22T00:00:00Z,5f59e7d
analysis/full pipeline,azure-Standard_D8ads_v6,75.785,2026-06-22T00:00:00Z,5f59e7d
wikipedia/word break,azure-Standard_D8ds_v6,260.66,2026-06-22T00:00:00Z,5f59e7d
wikipedia/word break + word_like,azure-Standard_D8ds_v6,242.58,2026-06-22T00:00:00Z,5f59e7d
wikipedia/sentence break,azure-Standard_D8ds_v6,317.19,2026-06-22T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),azure-Standard_D8ds_v6,198.15,2026-06-22T00:00:00Z,5f59e7d
analysis/+ lowercase,azure-Standard_D8ds_v6,160.21,2026-06-22T00:00:00Z,5f59e7d
analysis/+ stopwords,azure-Standard_D8ds_v6,137.46,2026-06-22T00:00:00Z,5f59e7d
analysis/+ stemming,azure-Standard_D8ds_v6,72.239,2026-06-22T00:00:00Z,5f59e7d
analysis/full pipeline,azure-Standard_D8ds_v6,67.770,2026-06-22T00:00:00Z,5f59e7d
wikipedia/word break,azure-Standard_D8pds_v6,339.04,2026-06-22T00:00:00Z,5f59e7d
wikipedia/word break + word_like,azure-Standard_D8pds_v6,314.94,2026-06-22T00:00:00Z,5f59e7d
wikipedia/sentence break,azure-Standard_D8pds_v6,385.75,2026-06-22T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),azure-Standard_D8pds_v6,237.35,2026-06-22T00:00:00Z,5f59e7d
analysis/+ lowercase,azure-Standard_D8pds_v6,193.70,2026-06-22T00:00:00Z,5f59e7d
analysis/+ stopwords,azure-Standard_D8pds_v6,173.56,2026-06-22T00:00:00Z,5f59e7d
analysis/+ stemming,azure-Standard_D8pds_v6,74.070,2026-06-22T00:00:00Z,5f59e7d
analysis/full pipeline,azure-Standard_D8pds_v6,74.983,2026-06-22T00:00:00Z,5f59e7d
wikipedia/word break,c4d-standard-16-lssd,343.06,2026-06-22T00:00:00Z,5f59e7d
wikipedia/word break + word_like,c4d-standard-16-lssd,336.48,2026-06-22T00:00:00Z,5f59e7d
wikipedia/sentence break,c4d-standard-16-lssd,395.87,2026-06-22T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),c4d-standard-16-lssd,274.62,2026-06-22T00:00:00Z,5f59e7d
analysis/+ lowercase,c4d-standard-16-lssd,226.23,2026-06-22T00:00:00Z,5f59e7d
analysis/+ stopwords,c4d-standard-16-lssd,187.77,2026-06-22T00:00:00Z,5f59e7d
analysis/+ stemming,c4d-standard-16-lssd,95.996,2026-06-22T00:00:00Z,5f59e7d
analysis/full pipeline,c4d-standard-16-lssd,91.323,2026-06-22T00:00:00Z,5f59e7d
wikipedia/word break,c4a-standard-16-lssd,359.25,2026-06-22T00:00:00Z,5f59e7d
wikipedia/word break + word_like,c4a-standard-16-lssd,330.73,2026-06-22T00:00:00Z,5f59e7d
wikipedia/sentence break,c4a-standard-16-lssd,326.16,2026-06-22T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),c4a-standard-16-lssd,235.64,2026-06-22T00:00:00Z,5f59e7d
analysis/+ lowercase,c4a-standard-16-lssd,193.28,2026-06-22T00:00:00Z,5f59e7d
analysis/+ stopwords,c4a-standard-16-lssd,173.13,2026-06-22T00:00:00Z,5f59e7d
analysis/+ stemming,c4a-standard-16-lssd,81.374,2026-06-22T00:00:00Z,5f59e7d
analysis/full pipeline,c4a-standard-16-lssd,80.957,2026-06-22T00:00:00Z,5f59e7d
wikipedia/word break,c4-standard-16-lssd,306.17,2026-06-22T00:00:00Z,5f59e7d
wikipedia/word break + word_like,c4-standard-16-lssd,300.35,2026-06-22T00:00:00Z,5f59e7d
wikipedia/sentence break,c4-standard-16-lssd,386.60,2026-06-22T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),c4-standard-16-lssd,249.10,2026-06-22T00:00:00Z,5f59e7d
analysis/+ lowercase,c4-standard-16-lssd,205.69,2026-06-22T00:00:00Z,5f59e7d
analysis/+ stopwords,c4-standard-16-lssd,173.13,2026-06-22T00:00:00Z,5f59e7d
analysis/+ stemming,c4-standard-16-lssd,84.627,2026-06-22T00:00:00Z,5f59e7d
analysis/full pipeline,c4-standard-16-lssd,81.792,2026-06-22T00:00:00Z,5f59e7d
wikipedia/word break,aws-c7a.4xlarge,307.73,2026-06-23T00:00:00Z,5f59e7d
wikipedia/word break + word_like,aws-c7a.4xlarge,309.01,2026-06-23T00:00:00Z,5f59e7d
wikipedia/sentence break,aws-c7a.4xlarge,368.00,2026-06-23T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),aws-c7a.4xlarge,245.83,2026-06-23T00:00:00Z,5f59e7d
analysis/+ lowercase,aws-c7a.4xlarge,191.53,2026-06-23T00:00:00Z,5f59e7d
analysis/+ stopwords,aws-c7a.4xlarge,163.68,2026-06-23T00:00:00Z,5f59e7d
analysis/+ stemming,aws-c7a.4xlarge,75.963,2026-06-23T00:00:00Z,5f59e7d
analysis/full pipeline,aws-c7a.4xlarge,73.451,2026-06-23T00:00:00Z,5f59e7d
wikipedia/word break,aws-c7g.4xlarge,268.45,2026-06-23T00:00:00Z,5f59e7d
wikipedia/word break + word_like,aws-c7g.4xlarge,254.25,2026-06-23T00:00:00Z,5f59e7d
wikipedia/sentence break,aws-c7g.4xlarge,277.65,2026-06-23T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),aws-c7g.4xlarge,187.10,2026-06-23T00:00:00Z,5f59e7d
analysis/+ lowercase,aws-c7g.4xlarge,152.20,2026-06-23T00:00:00Z,5f59e7d
analysis/+ stopwords,aws-c7g.4xlarge,136.86,2026-06-23T00:00:00Z,5f59e7d
analysis/+ stemming,aws-c7g.4xlarge,61.580,2026-06-23T00:00:00Z,5f59e7d
analysis/full pipeline,aws-c7g.4xlarge,60.205,2026-06-23T00:00:00Z,5f59e7d
wikipedia/word break,aws-c7i.4xlarge,229.34,2026-06-23T00:00:00Z,5f59e7d
wikipedia/word break + word_like,aws-c7i.4xlarge,226.69,2026-06-23T00:00:00Z,5f59e7d
wikipedia/sentence break,aws-c7i.4xlarge,290.68,2026-06-23T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),aws-c7i.4xlarge,186.13,2026-06-23T00:00:00Z,5f59e7d
analysis/+ lowercase,aws-c7i.4xlarge,152.33,2026-06-23T00:00:00Z,5f59e7d
analysis/+ stopwords,aws-c7i.4xlarge,129.20,2026-06-23T00:00:00Z,5f59e7d
analysis/+ stemming,aws-c7i.4xlarge,63.247,2026-06-23T00:00:00Z,5f59e7d
analysis/full pipeline,aws-c7i.4xlarge,60.860,2026-06-23T00:00:00Z,5f59e7d
wikipedia/word break,azure-Standard_D8ads_v6,319.52,2026-06-23T00:00:00Z,5f59e7d
wikipedia/word break + word_like,azure-Standard_D8ads_v6,309.99,2026-06-23T00:00:00Z,5f59e7d
wikipedia/sentence break,azure-Standard_D8ads_v6,369.08,2026-06-23T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),azure-Standard_D8ads_v6,232.01,2026-06-23T00:00:00Z,5f59e7d
analysis/+ lowercase,azure-Standard_D8ads_v6,187.36,2026-06-23T00:00:00Z,5f59e7d
analysis/+ stopwords,azure-Standard_D8ads_v6,161.07,2026-06-23T00:00:00Z,5f59e7d
analysis/+ stemming,azure-Standard_D8ads_v6,79.003,2026-06-23T00:00:00Z,5f59e7d
analysis/full pipeline,azure-Standard_D8ads_v6,75.340,2026-06-23T00:00:00Z,5f59e7d
wikipedia/word break,azure-Standard_D8ds_v6,268.34,2026-06-23T00:00:00Z,5f59e7d
wikipedia/word break + word_like,azure-Standard_D8ds_v6,253.09,2026-06-23T00:00:00Z,5f59e7d
wikipedia/sentence break,azure-Standard_D8ds_v6,327.40,2026-06-23T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),azure-Standard_D8ds_v6,205.14,2026-06-23T00:00:00Z,5f59e7d
analysis/+ lowercase,azure-Standard_D8ds_v6,164.31,2026-06-23T00:00:00Z,5f59e7d
analysis/+ stopwords,azure-Standard_D8ds_v6,142.28,2026-06-23T00:00:00Z,5f59e7d
analysis/+ stemming,azure-Standard_D8ds_v6,73.530,2026-06-23T00:00:00Z,5f59e7d
analysis/full pipeline,azure-Standard_D8ds_v6,69.459,2026-06-23T00:00:00Z,5f59e7d
wikipedia/word break,azure-Standard_D8pds_v6,339.42,2026-06-23T00:00:00Z,5f59e7d
wikipedia/word break + word_like,azure-Standard_D8pds_v6,314.94,2026-06-23T00:00:00Z,5f59e7d
wikipedia/sentence break,azure-Standard_D8pds_v6,385.55,2026-06-23T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),azure-Standard_D8pds_v6,236.60,2026-06-23T00:00:00Z,5f59e7d
analysis/+ lowercase,azure-Standard_D8pds_v6,193.20,2026-06-23T00:00:00Z,5f59e7d
analysis/+ stopwords,azure-Standard_D8pds_v6,173.41,2026-06-23T00:00:00Z,5f59e7d
analysis/+ stemming,azure-Standard_D8pds_v6,73.356,2026-06-23T00:00:00Z,5f59e7d
analysis/full pipeline,azure-Standard_D8pds_v6,74.020,2026-06-23T00:00:00Z,5f59e7d
wikipedia/word break,c4a-standard-16-lssd,358.81,2026-06-23T00:00:00Z,5f59e7d
wikipedia/word break + word_like,c4a-standard-16-lssd,330.65,2026-06-23T00:00:00Z,5f59e7d
wikipedia/sentence break,c4a-standard-16-lssd,325.77,2026-06-23T00:00:00Z,5f59e7d
analysis/tokenize only (case sensitive),c4a-standard-16-lssd,235.65,2026-06-23T00:00:00Z,5f59e7d
analysis/+ lowercase,c4a-standard-16-lssd,193.66,2026-06-23T00:00:00Z,5f59e7d
