wikipedia/word break,aws-c7a.4xlarge,308.35,2026-07-25T00:00:00Z,5a2e090
wikipedia/word break + word_like,aws-c7a.4xlarge,312.59,2026-07-25T00:00:00Z,5a2e090
wikipedia/sentence break,aws-c7a.4xlarge,368.48,2026-07-25T00:00:00Z,5a2e090
analysis/tokenize only (case sensitive),aws-c7a.4xlarge,226.33,2026-07-25T00:00:00Z,5a2e090
analysis/+ lowercase,aws-c7a.4xlarge,203.83,2026-07-25T00:00:00Z,5a2e090
analysis/+ stopwords,aws-c7a.4xlarge,171.64,2026-07-25T00:00:00Z,5a2e090
analysis/+ stemming,aws-c7a.4xlarge,77.711,2026-07-25T00:00:00Z,5a2e090
analysis/full pipeline,aws-c7a.4xlarge,75.124,2026-07-25T00:00:00Z,5a2e090
wikipedia/word break,aws-c7g.4xlarge,268.21,2026-07-25T00:00:00Z,5a2e090
wikipedia/word break + word_like,aws-c7g.4xlarge,255.78,2026-07-25T00:00:00Z,5a2e090
wikipedia/sentence break,aws-c7g.4xlarge,274.04,2026-07-25T00:00:00Z,5a2e090
analysis/tokenize only (case sensitive),aws-c7g.4xlarge,177.81,2026-07-25T00:00:00Z,5a2e090
analysis/+ lowercase,aws-c7g.4xlarge,164.44,2026-07-25T00:00:00Z,5a2e090
analysis/+ stopwords,aws-c7g.4xlarge,145.52,2026-07-25T00:00:00Z,5a2e090
analysis/+ stemming,aws-c7g.4xlarge,61.799,2026-07-25T00:00:00Z,5a2e090
analysis/full pipeline,aws-c7g.4xlarge,60.959,2026-07-25T00:00:00Z,5a2e090
wikipedia/word break,aws-c7i.4xlarge,261.77,2026-07-25T00:00:00Z,5a2e090
wikipedia/word break + word_like,aws-c7i.4xlarge,259.22,2026-07-25T00:00:00Z,5a2e090
wikipedia/sentence break,aws-c7i.4xlarge,345.17,2026-07-25T00:00:00Z,5a2e090
analysis/tokenize only (case sensitive),aws-c7i.4xlarge,199.30,2026-07-25T00:00:00Z,5a2e090
analysis/+ lowercase,aws-c7i.4xlarge,183.43,2026-07-25T00:00:00Z,5a2e090
analysis/+ stopwords,aws-c7i.4xlarge,154.10,2026-07-25T00:00:00Z,5a2e090
analysis/+ stemming,aws-c7i.4xlarge,73.373,2026-07-25T00:00:00Z,5a2e090
analysis/full pipeline,aws-c7i.4xlarge,69.965,2026-07-25T00:00:00Z,5a2e090
wikipedia/word break,azure-Standard_D8ads_v6,301.43,2026-07-25T00:00:00Z,5a2e090
wikipedia/word break + word_like,azure-Standard_D8ads_v6,301.90,2026-07-25T00:00:00Z,5a2e090
wikipedia/sentence break,azure-Standard_D8ads_v6,369.63,2026-07-25T00:00:00Z,5a2e090
analysis/tokenize only (case sensitive),azure-Standard_D8ads_v6,229.19,2026-07-25T00:00:00Z,5a2e090
analysis/+ lowercase,azure-Standard_D8ads_v6,208.58,2026-07-25T00:00:00Z,5a2e090
analysis/+ stopwords,azure-Standard_D8ads_v6,177.03,2026-07-25T00:00:00Z,5a2e090
analysis/+ stemming,azure-Standard_D8ads_v6,81.638,2026-07-25T00:00:00Z,5a2e090
analysis/full pipeline,azure-Standard_D8ads_v6,78.737,2026-07-25T00:00:00Z,5a2e090
wikipedia/word break,azure-Standard_D8ds_v6,253.01,2026-07-25T00:00:00Z,5a2e090
wikipedia/word break + word_like,azure-Standard_D8ds_v6,261.49,2026-07-25T00:00:00Z,5a2e090
wikipedia/sentence break,azure-Standard_D8ds_v6,329.59,2026-07-25T00:00:00Z,5a2e090
analysis/tokenize only (case sensitive),azure-Standard_D8ds_v6,197.26,2026-07-25T00:00:00Z,5a2e090
analysis/+ lowercase,azure-Standard_D8ds_v6,184.69,2026-07-25T00:00:00Z,5a2e090
analysis/+ stopwords,azure-Standard_D8ds_v6,155.89,2026-07-25T00:00:00Z,5a2e090
analysis/+ stemming,azure-Standard_D8ds_v6,76.468,2026-07-25T00:00:00Z,5a2e090
analysis/full pipeline,azure-Standard_D8ds_v6,72.227,2026-07-25T00:00:00Z,5a2e090
wikipedia/word break,azure-Standard_D8pds_v6,339.19,2026-07-25T00:00:00Z,5a2e090
wikipedia/word break + word_like,azure-Standard_D8pds_v6,314.65,2026-07-25T00:00:00Z,5a2e090
wikipedia/sentence break,azure-Standard_D8pds_v6,385.44,2026-07-25T00:00:00Z,5a2e090
analysis/tokenize only (case sensitive),azure-Standard_D8pds_v6,224.17,2026-07-25T00:00:00Z,5a2e090
analysis/+ lowercase,azure-Standard_D8pds_v6,207.13,2026-07-25T00:00:00Z,5a2e090
analysis/+ stopwords,azure-Standard_D8pds_v6,184.10,2026-07-25T00:00:00Z,5a2e090
analysis/+ stemming,azure-Standard_D8pds_v6,74.443,2026-07-25T00:00:00Z,5a2e090
analysis/full pipeline,azure-Standard_D8pds_v6,75.812,2026-07-25T00:00:00Z,5a2e090
wikipedia/word break,c4d-standard-16-lssd,338.66,2026-07-25T00:00:00Z,5a2e090
wikipedia/word break + word_like,c4d-standard-16-lssd,336.88,2026-07-25T00:00:00Z,5a2e090
wikipedia/sentence break,c4d-standard-16-lssd,397.96,2026-07-25T00:00:00Z,5a2e090
analysis/tokenize only (case sensitive),c4d-standard-16-lssd,249.34,2026-07-25T00:00:00Z,5a2e090
analysis/+ lowercase,c4d-standard-16-lssd,231.04,2026-07-25T00:00:00Z,5a2e090
analysis/+ stopwords,c4d-standard-16-lssd,193.88,2026-07-25T00:00:00Z,5a2e090
analysis/+ stemming,c4d-standard-16-lssd,97.756,2026-07-25T00:00:00Z,5a2e090
analysis/full pipeline,c4d-standard-16-lssd,93.049,2026-07-25T00:00:00Z,5a2e090
wikipedia/word break,c4a-standard-16-lssd,348.37,2026-07-25T00:00:00Z,5a2e090
wikipedia/word break + word_like,c4a-standard-16-lssd,330.81,2026-07-25T00:00:00Z,5a2e090
wikipedia/sentence break,c4a-standard-16-lssd,326.35,2026-07-25T00:00:00Z,5a2e090
analysis/tokenize only (case sensitive),c4a-standard-16-lssd,225.28,2026-07-25T00:00:00Z,5a2e090
analysis/+ lowercase,c4a-standard-16-lssd,210.13,2026-07-25T00:00:00Z,5a2e090
analysis/+ stopwords,c4a-standard-16-lssd,186.13,2026-07-25T00:00:00Z,5a2e090
analysis/+ stemming,c4a-standard-16-lssd,84.803,2026-07-25T00:00:00Z,5a2e090
analysis/full pipeline,c4a-standard-16-lssd,83.471,2026-07-25T00:00:00Z,5a2e090
wikipedia/word break,c4-standard-16-lssd,306.74,2026-07-25T00:00:00Z,5a2e090
wikipedia/word break + word_like,c4-standard-16-lssd,302.45,2026-07-25T00:00:00Z,5a2e090
wikipedia/sentence break,c4-standard-16-lssd,397.42,2026-07-25T00:00:00Z,5a2e090
analysis/tokenize only (case sensitive),c4-standard-16-lssd,232.40,2026-07-25T00:00:00Z,5a2e090
analysis/+ lowercase,c4-standard-16-lssd,215.10,2026-07-25T00:00:00Z,5a2e090
analysis/+ stopwords,c4-standard-16-lssd,181.18,2026-07-25T00:00:00Z,5a2e090
analysis/+ stemming,c4-standard-16-lssd,86.018,2026-07-25T00:00:00Z,5a2e090
analysis/full pipeline,c4-standard-16-lssd,83.045,2026-07-25T00:00:00Z,5a2e090
